file,text
common_voice_tk_39930550.wav,haýalynam dädesine duýdurypdyr.
common_voice_tk_39930555.wav,Azyndan üç ýyla geçendir.
common_voice_tk_37810355.wav,Oglanlaryñ biri türkmençilige bolan ýigrenjini beýan etdi.
common_voice_tk_37810398.wav,Ajalyň ýetmese ölüm ýokmudyr?
common_voice_tk_37810401.wav,Ol Oraza bir zatlar diýjek bolýana meňzeýrdi.
common_voice_tk_37826288.wav,Atmosferadaky kömürturşy gazy tolkunlar we başga dürli tebigy hadysalar arkaly suwda ereýär.
common_voice_tk_37826289.wav,"ne eselýän, ne peselýän häsiýetli adamlaryň ýanyna barasym gelerdi."
common_voice_tk_37826291.wav,Emma geljegiňi aýaklaryňa ynanaýasyň gelmez.
common_voice_tk_39894791.wav,"Ejesi «Tüweleme, siziň tohumyňyz mergen-ä» diýip arkasyna kakypdy."
common_voice_tk_39894888.wav,"Alla jan, ony oda ýakma, ony bagyşlaý"
common_voice_tk_39894912.wav,Şeýdip ýene bilelikde bagtly durmuşlaryna dowam edýärler.
common_voice_tk_38001943.wav,"häzir gözöňüme getirýän welin, ol naý bolmaly."
common_voice_tk_38001944.wav,"Käteler bir zat eşitseň ýa-da kelläňe bir pikir gelse, derrew ýazasyň gelýär."
common_voice_tk_38001999.wav,"“Hemme zat meň üstüme gelýär, bar tupanlar maňa sataşýar” diýip naladyňmy?"
common_voice_tk_37931563.wav,Gorky diýilýän şomuka?
common_voice_tk_37931564.wav,Özüň üçin ýazmalymy?
common_voice_tk_37931578.wav,Gepi uzaltman gysgaldyp aýdaýaýyn.
common_voice_tk_36939702.wav,"Hawa, bu-da bir ýol."
common_voice_tk_36939703.wav,Emma Maksadyň ony öçürmäge gaýraty çatmady.
common_voice_tk_36939704.wav,"Ölýändigine gynanýanlar asly, durky bir zat isläp, özleri başgaça ýaşanlar bolaýmasa…"
common_voice_tk_39895013.wav,O diňe bir ýüregimmi?!
common_voice_tk_39895034.wav,Hakykatdan hem jigim ikimiz daýymyň tüýdük çalanyny eşitmändik.
common_voice_tk_39900544.wav,ýaz-poza elim barmaz.
common_voice_tk_36938003.wav,Geliň onda ölümiň nädip pikir durlaýanyna göz ýetireliň.
common_voice_tk_36938005.wav,Ýadyma düşýär gazetde işleýärkäm
common_voice_tk_36938006.wav,Gyz ýüzüni tutup aşak oturandan soň garry nämäň-nämedigine düşündi.
common_voice_tk_37772615.wav,Buz ýaljak miweleriň aýratyn tagamyny nädip düşündirjek.
common_voice_tk_37772618.wav,Has kislotaly suwda kömürturşynyň umman garyna ýelmeşmegi kynlaşýar.
common_voice_tk_37772619.wav,eýgilige bolsun-da hernä.
common_voice_tk_37772620.wav,Açylan gapjykdaky bir petde pula gözi düşen Nurum saklanyp bilmedi:
common_voice_tk_37825680.wav,"Nähili uly maksatlar, öňde duran netijeler ýetilmän galýar."
common_voice_tk_37825839.wav,It
common_voice_tk_37825852.wav,Epesli wagt şeýle-de boldy.
common_voice_tk_37825854.wav,Dogry gapyny kakmak
common_voice_tk_37777712.wav,"- Ýok-laý, bilmän bijaý agdarynaýypdyryn."
common_voice_tk_37777713.wav,Diňe Haljan bir elini ýarasynyň üstüne goýup süýji ukuda ýatyrdy.
common_voice_tk_37777714.wav,Bu boşluk nämekä?
common_voice_tk_37777715.wav,Indi pyýadalap bäş-on minut ýöresem öýe ýetýän
common_voice_tk_36961574.wav,"Mahrum ýaly duýýan bolsak, pikir edeliň."
common_voice_tk_36961575.wav,"«Ýaryş» diýlen düşünje şeýle bir ýöntem, şeýle bir yzda galýan eken."
common_voice_tk_36961576.wav,Awtobusyň yza bakýan oturgujynda oturanlary üçin bize tarap görnüp durdylar.
common_voice_tk_36961577.wav,Ýa “men öseýin töweregimdäkilerem hökman yzymdan geler” diýdiňmikäň?
common_voice_tk_38028035.wav,Adamlaryň edip biljek zatlarynyň her haçan bir çägi bolan.
common_voice_tk_38028036.wav,Menem ogullarymyň bilýänini bilemok.
common_voice_tk_38028037.wav,"Belki, şondandyr, bularyň arasyndaky serhedi tapmak kyn."
common_voice_tk_38028039.wav,Onuň ýene birden gaýtalanmazlygyny isländir.
common_voice_tk_37776842.wav,Käbir akyldar adamlaryň hiç kimden hiç haçan sowgat almandygyny ilki gezek eşdenimde haýran galypdym.
common_voice_tk_37776843.wav,Irdenki ys täzeden burnuna uran ýaly boldy.
common_voice_tk_37776844.wav,"Mydam bir kararly daglaryň, agras ädimläp gelýän paýhasly türkmen ýaşulysynyň başyna dönseň."
common_voice_tk_37776846.wav,Ýöne bir zat böwrüme sanjy bolup dur.
common_voice_tk_37792739.wav,"Ýöne gezip ýörkäňem, öz işiň bilen başagaý wagtyňam oň setirleri diliňe geläýýärkä?» diýdi."
common_voice_tk_37792740.wav,"Soň ýene beýniň bir jümmüşinden «Bolýar-a diýdi welin, aldaýan bolmasa ýagşydyr"
common_voice_tk_37792778.wav,"Soň görüp otursam, ol «saryýa» sözüni bilmeýän eken."
common_voice_tk_37792779.wav,"Üns berseňiz, onuňam çyn gözelligi häsiýetindedir."
common_voice_tk_37941187.wav,Onda kelle diýip göterýäniňi kädä deňeseňem gelşer durberer.
common_voice_tk_37941226.wav,"Hany, seniň içiňdäki howruň, derdiň?"
common_voice_tk_37941313.wav,Iň ýokarydaky nokady ünsüňi çekýär.
common_voice_tk_37941362.wav,ýöne senem Allahyň öwgüsine mynasyp bolaýsaň...“ diýip pikir edenimi duýman galdym.
common_voice_tk_37766541.wav,Şobada bir toplum atly „Alla!“ diýip duşmana tarap at goýdy.
common_voice_tk_37766542.wav,"Oňa gezek gelýär welin, artistligem ýok, ýasamalygam."
common_voice_tk_37766543.wav,men bildirmesemem oturmagy kyn görýädim.
common_voice_tk_37766548.wav,Ýagny matematika dilinde aýtsak hemme sanlar rasional sanlar bolmalydy.
common_voice_tk_37776619.wav,Käte näbellilikler şeýlebir ýaş başyňa agram salar welin
common_voice_tk_37776620.wav,Adam köp halatlarda haçan ýalaňaç bolmagy saýlaýar?
common_voice_tk_37776621.wav,Onda bu meseläň çözgüdi ýokmy?
common_voice_tk_37776622.wav,Bu hekaýamyzda iki sany James bar.
common_voice_tk_37777717.wav,"Öwgiň ýylanyň jadysy ýaly zatdygynam, şöhratparazlygyň adamy gözli kör edýäninem köp görensiň, dostuum."
common_voice_tk_37777718.wav,Egin-eşik satýan dükançam «Ýaz çykdy.
common_voice_tk_37777720.wav,şäherde barmadyk howlymyz galmady» diýýär.
common_voice_tk_37777722.wav,Hatda dogany oňa iki gezek hyrlysynam ynanypdy.
common_voice_tk_37775313.wav,Ýöne düşünmesem nädeýin.
common_voice_tk_37775314.wav,- Bilýäňmi?
common_voice_tk_37775315.wav,indikiler oturan ýerlerinden ekrana seredip
common_voice_tk_37775316.wav,Telefon bolsa hezil – ol çagyrylmadyk myhman däl.
common_voice_tk_37016565.wav,"Okan kitaplarymyň diňe atlaryny ýazyp çykjak bolsamam, eslije wagtym gider."
common_voice_tk_37016566.wav,Iň bolmanda indiki geljek ýyllary öldürmejek bolaryn.
common_voice_tk_37016567.wav,Pikir azatlygynyň çägi barmy?
common_voice_tk_37016568.wav,Edil ýaňy meň elimden amanadyny tabşyran orsam ýeke-ýeke sanardan kän.
common_voice_tk_37016569.wav,Sowal yzyna-sowal.
common_voice_tk_38030690.wav,"Orazyň welin, ýüregi sähelçe-de üýtgemändi."
common_voice_tk_38030706.wav,Adamogly bütin taryhy boýunça üýtgeýän zatlary synlamagy juda halady.
common_voice_tk_38030734.wav,Has kislotaly suwda kömürturşynyň umman garyna ýelmeşmegi kynlaşýar.
common_voice_tk_38030748.wav,"Biz muňa hezil edip gülüşdik, oňa «Oguldursungözel» diýişdik."
common_voice_tk_38030749.wav,Ölümden agyrlar we ölümden ýeňiller.
common_voice_tk_37786788.wav,"Käbir uly meseleler üçin, kiçiräk zatlary gurban etmeli bolýar."
common_voice_tk_37786817.wav,Uly diýýäniň seň üçin jany agyrsa-da agyrýandyr welin
common_voice_tk_37786819.wav,"Ýüregiňi bu dünýede goýup, özüň o dünýä gidilmez."
common_voice_tk_37786842.wav,"Oraz elindäki hyrlysyny ýeňil oglana berip, aşak düşüp barýardy."
common_voice_tk_37786852.wav,Gala gerekmi size! -
common_voice_tk_36932503.wav,"Ejizem özüm ekenim, maýybam."
common_voice_tk_36932504.wav,Garaz boýun alyp başlamazdan ozal bu jenaýatyň ýükini paýlaşmasam bolanok.
common_voice_tk_36932505.wav,Ygtybarlylyk adamyň tebigatyna siňip
common_voice_tk_36932506.wav,Gaýdyşyn ýene bazara sowlan Maksat bu gezek onuň hyň berýän jümmüşine çümmeli boldy.
common_voice_tk_36932507.wav,Şonuň üçin ol gereginden artyk gürlemezdem
common_voice_tk_36937471.wav,"Ene-atamyzdan, jigi-doganlarymyzyň genlerinden üýtgeşik tertipde genlerimiz, şeýlelikde üýtgeşik häsiýetlerimiz bar."
common_voice_tk_36937472.wav,Birinji asyrda Rim Müsüründe Alexandrialy Heron tarapyndan.
common_voice_tk_36937473.wav,"Belkem soňa-baka öwrenmeli zatlarymy ýalňyş saýlap başlandyryn, bilemok."
common_voice_tk_36937474.wav,Toparyň düzümindäki adamlar amanlygyň we güýjüň artmagy üçin öz ygtyýaryndaky zatlary ýagny azatlyklaryny birleşdirýärler.
common_voice_tk_36937475.wav,we belli wagtdan soň häsiýetleşýär.
common_voice_tk_39930286.wav,Bu birlik adama güýjüň gapysyny açdy.
common_voice_tk_39930345.wav,"Egеr оnda mоlla eşigi bоlmadyk bоlsady, dеňindеn sоwulybyrak gеçеrdim, özümi urdurmazdym…"
common_voice_tk_39930348.wav,Düýş gördi.
common_voice_tk_39930362.wav,"Adam kän ýüregini açyp ýörýärmi, hekaýa, goşgy bahana bolmasa…"
common_voice_tk_39930367.wav,Bu güýcli depginde aýlanyp duran
common_voice_tk_39930368.wav,Ýatan öküze iým ýok.
common_voice_tk_36931980.wav,"Ony tomsuň jöwzasam, gyşyň gazabam guradyp, soldurmaýar, ajalyň ajy aýralygam."
common_voice_tk_36931981.wav,Kelle diýilýän gutyň içinde bir zat bar bolsa
common_voice_tk_36931982.wav,Şonda-da agzybirlik daşyndan-a agzybirlige meňzeýär.
common_voice_tk_36931983.wav,Köp halatlarda mamla bolmagyňyz hem ahmal.
common_voice_tk_36931984.wav,Ýene top oklary ýeri sarsdyrmaga başlady.
common_voice_tk_36931993.wav,"Gahrymançylyk görkezmegem, ajala el bulamagam ýok."
common_voice_tk_36931994.wav,Hiç ýadymdan çykanok
common_voice_tk_36931996.wav,"- Näme köşegim, çörek diýip geldiňmi?"
common_voice_tk_37777612.wav,Erňegi gyzyl çyzyklyja akja käsä çaý guýunan mergen saçakda çöregiň ýokdugyny gördi.
common_voice_tk_37777613.wav,Ýüpüň soňy başyndan has ýakyn bolsa…
common_voice_tk_37777614.wav,Sebäbi ol bilýär nirä barýanyny
common_voice_tk_37777615.wav,"Megerem, olaram jan howuluna urunýan bolarly."
common_voice_tk_37777651.wav,Beýle pikirleri etmezligi optimistlikdirem öýdemok.
common_voice_tk_37777652.wav,Gapyny kakman girme - diýip içeriden bir garry ýaşulynyň sesi eşdildi.
common_voice_tk_37777654.wav,Bir zadyň manysyna düşünmekden uly baýlyk barmy?
common_voice_tk_37777655.wav,Ýene-de agalarymyň biriniň garaýagyz gyzjagazy bardy
common_voice_tk_36932553.wav,"Geçinem öz aýagyndan asýandyrlar, goýunam."
common_voice_tk_36932554.wav,"Ýöne daglar hakynda oýlansaňam, birbada bir bolşuny üýtgetmän oturan ýalydyrlar welin"
common_voice_tk_36932555.wav,"– Hany, kakam? Ony oda ýakýalarmy?"
common_voice_tk_36932556.wav,Hakykatdanam Şyh gowy hudojnikdi.
common_voice_tk_36932557.wav,"– Gyzym, aýalyň adamsy ýerdäki Hudaýydyr – diýenini ýatlaýardy."
common_voice_tk_36932558.wav,"Gör, näçämiz özümize bu dogry jogaby berip, şol arzuwymyzdan jyda düşýäris"
common_voice_tk_36932559.wav,Siziňem durmuşda Ezizow bilen pikirdeş bolan wagtlaryňyz köp bolandyr.
common_voice_tk_36932560.wav,ol saňa gaty möhüm görüner.
common_voice_tk_36932561.wav,Duşman oky döşünden giripdir.
common_voice_tk_36932562.wav,hakyky bir kararlylygyň etalony ýaly görner.
common_voice_tk_37781823.wav,Doglan günümiz ýüpüň ujundan tutduk
common_voice_tk_37781878.wav,Bir öýe sygarmykak diýişenem bolupdy.
common_voice_tk_37781879.wav,Ýöne adamlarda hakykaty aýtmaga bolan gorky juda kän ýaşady.
common_voice_tk_37781902.wav,Nurumyň ejesi sesini çykarman içerik girdi.
common_voice_tk_37781905.wav,"– Pirim, mеni pylan mоlla nähak ýerе urdy."
common_voice_tk_37781913.wav,"Ýöne käbir häsiýetlerimize üns bermän, käbir häsiýetlerimizi unudyp bileris."
common_voice_tk_37781914.wav,Gadym döwür we dogry aýdany üçin öldürilmek diýenimden kelläňize Galileo gelip biler.
common_voice_tk_37781921.wav,Bilmedim ýaradylşymdanmy ýa-da başga sebäplerdenmi
common_voice_tk_37781923.wav,"-Bolar, pylan aga..."
common_voice_tk_37781937.wav,"«Gala elden gitjek bolup durka bigaýratlap, ejizläp ýördügimmikä?» diýip oýlanan ýigit ýeke duşmanyň görnenini"
common_voice_tk_37781938.wav,Emma... bizde bir gylyk bar: -
common_voice_tk_37329095.wav,Olary göz öňüňe getireniňden iniň tikenekläp gidýär.
common_voice_tk_37329097.wav,Siz kim diýilende berýän jogaplaryňyza heý üns berip gördüňizmi?
common_voice_tk_37329098.wav,Alla ynsana şeýle täsin duýgulary beripdir.
common_voice_tk_37329115.wav,Onsoň-a bu başyma agram salyp horlaýan «Nirä?» diýen sowaldan dynaryn öýdersiň.
common_voice_tk_37329116.wav,ol hökman Gün dogmanka oýanaýmalydy.
common_voice_tk_37329117.wav,Gözleýän adam bir zatlary tapjakdygy barada umydy barlygy sebäpli gözleýändir şeýle dälmi?!
common_voice_tk_37329119.wav,"Näme etsemem kakamyň meni, meniň kakamy görşümden has gowy görjekdigine akylym ýetip durdy."
common_voice_tk_37329133.wav,gözel häsiýetden kyrk ýylda-da ýadalmaz” diýilýär.
common_voice_tk_37329135.wav,Şonda onuň eden ýagşylygy bogazyňa tegek bolar
common_voice_tk_37329136.wav,Il içinde çekdim ýekelik derdin
common_voice_tk_37329137.wav,Däriniň ýarag şekline girip uruşlarda möhüm täsire eýe bolmagy Harariniň pikiriçe alty asyr alypdyr.
common_voice_tk_39624531.wav,Ol kimiňdir biriniň jaň etmesine begendi.
common_voice_tk_39656177.wav,Öz aladamyzy bir edip ýetişeli entek.
common_voice_tk_39656262.wav,ýöne biz üm bilen razylaşmak isleýäris.
common_voice_tk_39656311.wav,şol wagt bolsa mertebämi depeleýänimi duýmandyryn.
common_voice_tk_39656521.wav,Pişik
common_voice_tk_39656533.wav,Soň güle bürenýär.
common_voice_tk_39656534.wav,Gymmatlylara beriljek ýekeje sekundam hatda millisekundam gymmatsyzlara bermeli däl.
common_voice_tk_39657608.wav,"Göwnüme bolmasa, uly firmalar, holdingler agzybirligiň arkasyndan ösýärler, berkeýärler."
common_voice_tk_39659933.wav,"– Sürüň-haw, ýigitler! – diýdi-de, öňden gümürdäp eňdi."
common_voice_tk_39676233.wav,«Karar» sözi öwrenşen sözümiz.
common_voice_tk_39676263.wav,Tüpeň arassalanýan demir çybygy işledýän ýigdekçeleriňem eline göz ilmeýärdi.
common_voice_tk_39676276.wav,"Oraz bolsa yzyna öwrülip, hyrlysyna maňlaýyny diräp aşak oturdy."
common_voice_tk_37772684.wav,"emma onuň düşnükliliginden bu başa inen bela akyl ýetmejek, düşündirip bolmajak derejede düşnüksiz bolýardy."
common_voice_tk_37772685.wav,Şonda-da kän wagtlap köşeşip bilmändim.
common_voice_tk_37772687.wav,"Maşgalam, dostlarym hemme gerek zatlam bar ýaly."
common_voice_tk_37772708.wav,Gorky diýilýän şomuka?
common_voice_tk_37772709.wav,"Ýagşylyk etmek aňsat, ýagdaýyň gowy bolsa, ujundan karz diläp gelene bermek kynam däl."
common_voice_tk_37772710.wav,Nurum sakga durdy.
common_voice_tk_37772712.wav,Duşmanyň gelşi gazapdy.
common_voice_tk_37772715.wav,"ýöne diri bolsaň o ýerde galyp bolanok, çykaýmaly."
common_voice_tk_37772803.wav,"Aýdyşlaryna görä, daýym Baky Maşak dagy bilen tüýdük çalar eken."
common_voice_tk_37772804.wav,"Hemmesiniň günäsinem almaýyn, aralarynda gowy maslahat berenlerem boldy."
common_voice_tk_37772806.wav,"Hiçisiniň ýüzünde beýle mähir, beýle ýylylyk ýokdy."
common_voice_tk_37772812.wav,Ol gyz synlamak pikirini tapany üçin özüni gynaýardy.
common_voice_tk_37775328.wav,ýöne Oraz sygyr döläň arkasyna geçip aglapdy.
common_voice_tk_37775329.wav,Ynsan her bir uly güýje uly bir ejizligi ýeňmek arkaly ýetýär.
common_voice_tk_37775330.wav,"Gün çyzylar, bary ýene başlanar."
common_voice_tk_37775331.wav,Şonuň üçinem ony batyrgaýlyga itekleýärdim.
common_voice_tk_37775333.wav,Onda kelle diýip göterýäniňi kädä deňeseňem gelşer durberer.
common_voice_tk_37775334.wav,"«Entek namaza maý bar-la, tüňçeler bir gaýnasyn» diýip"
common_voice_tk_37775336.wav,"Bu diýdigim, Dug, entek ýaş oglankam özüme eşigi göwrämden uly tikerdim."
common_voice_tk_37775337.wav,Ogly Nurum boýunjagazyny içerik uzatdy.
common_voice_tk_37775338.wav,"Belki, biziň ejemizi aýratyn gowy görýändigimiziň sebäbi ondan bize hiç haçan ýamanlygyň gelmejekdigine ynamymyzdandyr."
common_voice_tk_37775339.wav,Birdenem barymyz pakyrda berdik.
common_voice_tk_37775340.wav,Diňleýijiniň merhemetiniň ýany bilen güýçli bolmagy hem zerurdyr.
common_voice_tk_37775341.wav,"Ýaranjaňlygyň, günäň reňki – tüýküligiň reňkine meňzeýär, ýüregiňi bulaýar."
common_voice_tk_37775342.wav,Gelinler gaýdyp hapalaryny dökmänmişler.
common_voice_tk_37776941.wav,Köňlüme gussa aralaşýar.
common_voice_tk_37776944.wav,Seretse her jaýyň girişinde beýleki otaglara baglanýan gapylar hem bar eken.
common_voice_tk_37776946.wav,zol dostunyň ýüzüne seredýän Orazyň ony turuzasy gelenokdy.
common_voice_tk_37776986.wav,«Häzirki zaman gelinlerinden şo-da daş däldir» diýýäniňiz-ä bardyr.
common_voice_tk_37776990.wav,Çommalyp oturan Maksadyň ilikleri ýazdyrylan penjeginiň syny guma degdi.
common_voice_tk_37776992.wav,Maksadyň häzir onuň jümmüşine çümesi gelmedi.
common_voice_tk_37777027.wav,"Başlamazdan öňürti, size soragym bar: Ýagşylyk ýagtylygyň sebäbimi ýa-da ýagtylyk ýagşylygyň?"
common_voice_tk_37777028.wav,Durmuşda kynçylyklaryň köpelmegi bilen ýalňyzlygyň artmagy paralleldir.
common_voice_tk_37777072.wav,"Hakykatdanam, ýüregi ýerinden üýtgäne meňzese-de, hyrlyň uzyn nili çalaja-da titränok."
common_voice_tk_37777074.wav,Bularyň ýüreginden orsa bolan ýigrenç uruşdan soň bir aýrylarmyka?
common_voice_tk_37777078.wav,bu başga gep dälmi näme?
common_voice_tk_37777085.wav,Tä Hippasus onuň elinde sapak alýança.
common_voice_tk_37780301.wav,"Mahluklaryň wagtyň täsirinden sypyp, gutulyp bilmeýändikleri aýratyn bir makala bolup biljek tema."
common_voice_tk_37780303.wav,"- Men batyr däl, ýöne batyrlaň yzynda durmagy başarmasam çöpdüýbi boldugymdyr..."
common_voice_tk_37825515.wav,Garaşman durka oýanan bu duýgy indi Oraza şeýle bir düşnüklidi
common_voice_tk_37825516.wav,"Islendik bir zada, ýagdaýa bolan mätäçlige hajat diýilýär."
common_voice_tk_37825621.wav,ol: «Ýagşylyk goňşyokara däldir» diýýär.
common_voice_tk_37825624.wav,Edil şu ýerde sahnamyza James Cook gelýär.
common_voice_tk_37825629.wav,"Saňa, beýikligňe gözüm gidýär."
common_voice_tk_37825630.wav,Adamlaryň aglaba bölegi eýwanyň burçlaryna egilip gulaklaryny ýere beripdiler.
common_voice_tk_37825633.wav,Içi manydan doldurulup bilinmedik azatlyk näçe giň hem bolsa boşdur.
common_voice_tk_37825638.wav,Diňe Halja „Meň ýaly eşek ýokdur-laý“ diýipdi.
common_voice_tk_37825640.wav,"«Bäh, muň meňzeşdigini.»"
common_voice_tk_37825643.wav,“Bu zatlar meni hasam ýalňyzlaşdyrýar” diýip zeýrendiňmi?
common_voice_tk_37825646.wav,Ýöne hiçisi şärik diýer ýaly däldi.
common_voice_tk_37825657.wav,Dagy bolmasa ony ýene bir göresim gelýär.
common_voice_tk_37825660.wav,eger çyndanam erbet ýola düşen bolsa ony öldürmegini
common_voice_tk_37825690.wav,"Ýol uzak, synlap oturdym."
common_voice_tk_37825691.wav,Ýekelik derdini çekenler biler.
common_voice_tk_37782334.wav,"«Daňdan perişdeler gezýärkä oýa bolsaň, köp sogap gazanarsyň, süňňüň ýeňil bor» diýipdi."
common_voice_tk_37782336.wav,"Heý, agzybirligi berk saklaýan diregler ýokmuka?"
common_voice_tk_37782343.wav,«Bular özlerinden bilb-ä utanjak däller» diýip gazap atyna atlanaýardymyka?
common_voice_tk_37782344.wav,"Hakykatmy, adalatmy, soňsuzlykmy, mähirmi, saplykmy ýa hemmesini birlikde berip biljek birimi?"
common_voice_tk_37782345.wav,"indi näçe gündir adamlary alada goýan, ýeriň aşagyndan gelýän düňküldi sesleri..."
common_voice_tk_37782346.wav,Käwagt barmaklaň birine ýara çykar
common_voice_tk_37782353.wav,Gaýta men öň gaçan ýaly.
common_voice_tk_37782355.wav,Ýagny buguň kämillige ýetmegi däriniňkiden has uzaga çekipdir.
common_voice_tk_37782356.wav,aýdasyň gelen zady aýdybermegin» diýipdir.
common_voice_tk_37782357.wav,"Käte beýle etmegi halamaýarys, «Anyk aýtsana» diýiberýäris."
common_voice_tk_37782358.wav,Käse dik ikä bölündi.
common_voice_tk_37782362.wav,Garryja enäniň çybşyldap nireden çykany bildirmedi.
common_voice_tk_37782375.wav,Megerem bu tutuş adamzadyň diýen ýaly tragediýasy bolsa gerek.
common_voice_tk_37782378.wav,"Emma boýun almaly, ýazmagy kär edindiňmi, näçe kyn düşse-de, ýüregiňi açmaga boýun bolmaly."
common_voice_tk_37782381.wav,"Kakam hiç wagt: «Daýy jan, gel, geç çaý içeli, gurçugam gyrylasy ýok."
common_voice_tk_37782382.wav,Titräp-titräp silkinensiň.
common_voice_tk_37774733.wav,"eline ilen boş çaý gaby boldy, şony dazyladyp adamsyna tarap saldy."
common_voice_tk_37774736.wav,hyýalyna-da getirmejek zatlary.
common_voice_tk_37774737.wav,Ýeser ýerem bu sowalyň jogabyny diňe sen bermeli.
common_voice_tk_37774744.wav,"Orazyň ýadyna bir gezek Haljan bilen suwa gelýän oba gyzlaryny gamyşlykda bukulyp, synlaýyşlary düşdi."
common_voice_tk_37774745.wav,Oňa çenli bulgar burç salar ýaly pakedem tapyldy.
common_voice_tk_37774746.wav,"Salam, gowumy ýagdaýlaryňyz?"
common_voice_tk_37774747.wav,Gonamçylykdan çykanyma gynandym
common_voice_tk_37774758.wav,"özüme-de, saňa-da, dostum, eziz okyjym."
common_voice_tk_37774760.wav,"Şäher ýerinde olaryň goýun bakmajagy, guşuň saýraýşyny goýnuň otlap ýörkä diňlemejekleri belli."
common_voice_tk_37774762.wav,"Şu iki soraga jogap bermän kelläňe gelenini ýazýan wagtyň ýaşlygyň, höwesjeňligiň bilen geçip gidýär."
common_voice_tk_37774763.wav,Bu kesele türkmençilikde garamükür ýa-da singa keseli diýip at berilýär.
common_voice_tk_37774764.wav,"Azatlyk - özygtyýarlylyk, erkinlik, hak hukuklylyk."
common_voice_tk_37774765.wav,dünýä söweşlerini gurýarlar
common_voice_tk_37774767.wav,Belkem özünden has ussat synçynyň bardygyny kabul etmek agyr gelipdi.
common_voice_tk_37774778.wav,Rowaýata meňzeş bolansoň anyk aýtmaly bolýan – bu bolan waka.
common_voice_tk_37774779.wav,oturanlaň biri «Ogullaryndan janynyň ýangynjyna-da içýändir» diýdi.
common_voice_tk_37774780.wav,"Okyja göwnieýetmezçilik edemok, ýöne, meger ýaltalykdyr."
common_voice_tk_37774781.wav,oňa aşyk boldum
common_voice_tk_37774782.wav,Men näme üçin ýaşaýan?
common_voice_tk_37776202.wav,Murgap derýasy ululygy we ykdysady taýdan ähmiýeti boýunça Türkmenistanda ikinji orunda durýar.
